task,case,arm,repeat,stage,candidate,status,candidate_ms,reference_ms,ratio,failure_stage,error,reference_timing_note,reference_correction,original_status,evaluation_repaired,reused_from
exp_mean,upstream-profile-8,intent,0,generation,1,compilation_failure,,,,frontend_kir,"/home/kingdom/phdworks/intentdsl/report/agent-tritonbench/expanded/programs/exp_mean/intent/repeat-0/generation-1/candidate.py:8:5: error: rank-zero values use runtime scalar parameters, not tensor views",,,,,
min,upstream-profile-4,intent,0,generation,1,compilation_failure,,,,frontend_kir,/home/kingdom/phdworks/intentdsl/report/agent-tritonbench/expanded/programs/min/intent/repeat-0/generation-1/candidate.py:12:39: error: missing intrinsic argument 'identity',,,,,
min,upstream-profile-4,intent,0,generation,2,compilation_failure,,,,frontend_kir,/home/kingdom/phdworks/intentdsl/report/agent-tritonbench/expanded/programs/min/intent/repeat-0/generation-2/candidate.py:20:5: error: stored/scattered value dtype does not match destination,,,,,
min,upstream-profile-4,intent,0,generation,3,compilation_failure,,,,kernel_ir_parse,"Intent Triton compiler failed with exit code 2:
loc(""<stdin>"":6:10): error: 'intent.unary' op operand #0 must be integer or floating-point or index or ranked tensor of any type values or typed tuple or typed record or logical index, but got '!intent.view<tensor<?x?xf32, #intent.tensor_shape<[2, 1]>>, 0, <false, [], """", false>>'
",,,,,
fused_qr_solve,upstream-profile-4,intent,0,generation,4,benchmark_timeout,,,,,candidate preparation/queue/execution exceeded the remaining 300.000-second budget,,,,,
sub_gelu,upstream-profile-8,intent,0,generation,2,reference_contract_failure,,,,reference_contract,"The default branch computes 0.5*x*erf(x/sqrt(2)), omitting the 1 + required by GELU. Both arms implement standard GELU and repeatedly differ from this reference by max_abs=0.49934613704681396. These numerical failures cannot be attributed to agent or compiler arithmetic without resolving the reference/task conflict.",,,numerical_failure,,
permute_copy,upstream-profile-2,triton,0,generation,1,pass,0.005927999969571829,0.005904000019654632,1.0040650321540143,,,,,,,
exp_mean,upstream-profile-8,intent,0,generation,2,execution_failure,,,,generated_launch,no legal full-coverage extent for FULL_D1,,,,,
permute_copy,upstream-profile-2,intent,0,generation,3,pass,0.01616000011563301,0.006200000178068876,2.6064515566943727,,,,,,,
sub_gelu,upstream-profile-8,triton,0,generation,2,reference_contract_failure,,,,reference_contract,"The default branch computes 0.5*x*erf(x/sqrt(2)), omitting the 1 + required by GELU. Both arms implement standard GELU and repeatedly differ from this reference by max_abs=0.49934613704681396. These numerical failures cannot be attributed to agent or compiler arithmetic without resolving the reference/task conflict.",,,numerical_failure,,
min,upstream-profile-4,triton,0,generation,1,execution_failure,,,,generated_launch,"at 20:23:
    INDEX_STRIDE: tl.constexpr,
    BLOCK_N: tl.constexpr,
):
    columns = tl.program_id(0) * BLOCK_N + tl.arange(0, BLOCK_N)
    input_offsets = columns * STRIDE1

    min_value = tl.load(input_ptr + input_offsets)
    min_index = tl.zeros((BLOCK_N,), dtype=tl.int64)

    for row in tl.range(1, n_rows, num_stages=4):
        value = tl.load(input_ptr + row * STRIDE0 + input_offsets)
        value_is_nan = tl.isnan(value)
                       ^
AttributeError(""module 'triton.language' has no attribute 'isnan'"")",,,,,
min,upstream-profile-4,intent,0,generation,4,compilation_failure,,,,physical_program_verification,"Intent Triton compiler failed with exit code 4:
loc(""<stdin>"":16:13): error: 'intent_gpu.reduce' op runtime reduction components require one lockstep logical range
loc(""<stdin>"":1:1): error: shared GPU transformation failed: realize-reductions
",,,,,
symmetric_mm_and_abs_sum,upstream-profile-6,intent,0,generation,1,compilation_failure,,,,frontend_kir,"/home/kingdom/phdworks/intentdsl/report/agent-tritonbench/expanded/programs/symmetric_mm_and_abs_sum/intent/repeat-0/generation-1/candidate.py:11:5: error: rank-zero values use runtime scalar parameters, not tensor views",,,,,
symmetric_mm_and_abs_sum,upstream-profile-6,triton,0,generation,1,numerical_failure,,,,comparison,"generated/source floating result 0 differs: max_abs=176368.0, atol=0.0001, rtol=1e-05",,,,,
min,upstream-profile-4,triton,0,generation,2,pass,0.14243200421333313,0.01473599998280406,9.665581187536773,,,,,,,
sub_gelu,upstream-profile-8,intent,0,generation,3,reference_contract_failure,,,,reference_contract,"The default branch computes 0.5*x*erf(x/sqrt(2)), omitting the 1 + required by GELU. Both arms implement standard GELU and repeatedly differ from this reference by max_abs=0.49934613704681396. These numerical failures cannot be attributed to agent or compiler arithmetic without resolving the reference/task conflict.",,,numerical_failure,,
fused_qr_solve,upstream-profile-4,intent,0,generation,5,compilation_failure,,,,physical_program_verification,"Intent Triton compiler failed with exit code 4:
loc(""<stdin>"":15:11): error: 'intent_gpu.contract' op cannot form a complete physical contraction: row and column ownership share one mapping coordinate that cannot be refined independently; lhs='!intent_gpu.fragment<f32, [#intent_gpu.expr<1, 0, ""FRAGMENT_D1"", []>, #intent_gpu.expr<0, 1, """", []>], [#intent_gpu.axis_map<1, 1, 1, 0, false>, #intent_gpu.axis_map<1, 0, 3, 1, false>], 1, 1>'; rhs='!intent_gpu.fragment<f32, [#intent_gpu.expr<0, 1, """", []>, #intent_gpu.expr<1, 0, ""FRAGMENT_D1"", []>], [#intent_gpu.axis_map<1, 0, 3, 0, false>, #intent_gpu.axis_map<1, 1, 1, 1, false>], 1, 1>'; result='!intent_gpu.fragment<f32, [#intent_gpu.expr<1, 0, ""FRAGMENT_D1"", []>, #intent_gpu.expr<1, 0, ""FRAGMENT_D1"", []>], [#intent_gpu.axis_map<1, 1, 1, 0, false>, #intent_gpu.axis_map<1, 1, 1, 1, false>], 1, 1>'; lhs_reduction=1; rhs_reduction=0; lhs_batch=; rhs_batch=; free_axes_need_realization=0; selected_free_axes=1
loc(""<stdin>"":1:1): error: shared GPU transformation failed: realize-contractions
",,,,,
symmetric_mm_and_abs_sum,upstream-profile-6,intent,0,generation,2,compilation_failure,,,,kernel_ir_parse,"Intent Triton compiler failed with exit code 2:
loc(""<stdin>"":14:11): error: 'intent.binary' op operand #1 must be integer or floating-point or index or ranked tensor of any type values or typed tuple or typed record or logical index, but got '!intent.view<tensor<?x?xf32, #intent.tensor_shape<[1, 1]>>, 0, <false, [], """", false>>'
",,,,,
sum,upstream-profile-8,intent,0,generation,1,compilation_failure,,,,frontend_kir,"/home/kingdom/phdworks/intentdsl/report/agent-tritonbench/expanded/programs/sum/intent/repeat-0/generation-1/candidate.py:8:5: error: rank-zero values use runtime scalar parameters, not tensor views",,,,,
symmetric_mm_and_abs_sum,upstream-profile-6,intent,0,generation,3,compilation_failure,,,,kernel_ir_parse,"Intent Triton compiler failed with exit code 2:
loc(""<stdin>"":14:11): error: 'intent.binary' op operand #1 must be integer or floating-point or index or ranked tensor of any type values or typed tuple or typed record or logical index, but got '!intent.view<tensor<?x?xf32, #intent.tensor_shape<[1, 1]>>, 0, <false, [], """", false>>'
",,,,,
symmetric_mm_and_abs_sum,upstream-profile-6,intent,0,generation,4,compilation_failure,,,,kernel_ir_parse,"Intent Triton compiler failed with exit code 2:
loc(""<stdin>"":14:11): error: 'intent.binary' op operand #1 must be integer or floating-point or index or ranked tensor of any type values or typed tuple or typed record or logical index, but got '!intent.view<tensor<?x?xf32, #intent.tensor_shape<[1, 1]>>, 0, <false, [], """", false>>'
",,,,,
exp_mean,upstream-profile-8,intent,0,generation,3,execution_failure,,,,generated_launch,Triton Error [CUDA]: out of memory,,,,,
symmetric_mm_and_abs_sum,upstream-profile-6,triton,0,generation,2,pass,0.14135199785232544,0.07737600058317184,1.826819644165835,,,,,,,
min,upstream-profile-4,intent,0,generation,5,execution_failure,,,,generated_launch,"at 33:12:
        v20 = (iv17 >= 0)
        v21 = (v20 & v19)
        v22 = D1
        v23 = (v6 < v22)
        v24 = (v6 >= 0)
        v25 = (v24 & v23)
        v26 = (v21 & v25)
        v27 = tl.load((input + (iv17) * S0_0 + (v6) * S0_1), mask=v26, other=0.0)
        v28 = (v27 != v27)
        if v28:
            v31 = (v15 == v15)
            if v31:
            ^
AssertionError('Mismatched type for v33 between then block (int64) and else block (int32)')",,,,,
sum,upstream-profile-8,triton,0,generation,1,pass,0.007952000014483929,0.010479999706149101,0.758778648611805,,,,,,,
sub_gelu,upstream-profile-8,triton,0,generation,3,reference_contract_failure,,,,reference_contract,"The default branch computes 0.5*x*erf(x/sqrt(2)), omitting the 1 + required by GELU. Both arms implement standard GELU and repeatedly differ from this reference by max_abs=0.49934613704681396. These numerical failures cannot be attributed to agent or compiler arithmetic without resolving the reference/task conflict.",,,numerical_failure,,
sum,upstream-profile-8,intent,0,generation,2,execution_failure,,,,generated_launch,no legal full-coverage extent for FULL_D1,,,,,
sub_gelu,upstream-profile-8,intent,0,generation,4,reference_contract_failure,,,,reference_contract,"The default branch computes 0.5*x*erf(x/sqrt(2)), omitting the 1 + required by GELU. Both arms implement standard GELU and repeatedly differ from this reference by max_abs=0.49934613704681396. These numerical failures cannot be attributed to agent or compiler arithmetic without resolving the reference/task conflict.",,,numerical_failure,,
sigmoid,upstream-profile-8,triton,0,generation,1,pass,0.007823999971151352,0.007823999971151352,1.0,,,,,,,
gelu,upstream-profile-8,triton,0,generation,1,pass,0.007808000082150102,0.007823999971151352,0.9979550244043655,,,,,,,
symmetric_mm_and_abs_sum,upstream-profile-6,intent,0,generation,5,compilation_failure,,,,physical_program_verification,"Intent Triton compiler failed with exit code 4:
loc(""<stdin>"":26:11): error: 'intent_gpu.load' op reduction source provenance is absent from load coordinates; reduction_range='!intent_gpu.fragment<index, [#intent_gpu.expr<0, 1, """", []>], [#intent_gpu.axis_map<7, 0, 1, 0, false>], 1, 1>', fragment_axis=0, matching_occurrences=2, coordinate='!intent_gpu.fragment<index, [#intent_gpu.expr<0, 1, """", []>], [#intent_gpu.axis_map<7, 0, 1, 0, false>], 1, 1>', coordinate='!intent_gpu.fragment<index, [#intent_gpu.expr<0, 1, """", []>], [#intent_gpu.axis_map<10, 0, 1, 0, false>], 1, 1>'
loc(""<stdin>"":34:11): error: 'intent_gpu.reduce' op multi-axis reduction outer axis is neither load-rooted nor a replayable pure source; source type='!intent_gpu.fragment<f32, [#intent_gpu.expr<0, 1, """", []>, #intent_gpu.expr<0, 1, """", []>], [#intent_gpu.axis_map<1, 0, 1, 0, false>, #intent_gpu.axis_map<1, 0, 1, 1, false>], 1, 1>', producer=intent_gpu.unary
loc(""<stdin>"":1:1): error: shared GPU transformation failed: normalize-structured-sources
",,,,,
sigmoid,upstream-profile-8,intent,0,generation,1,pass,0.006192000117152929,0.007984000025317073,0.7755511144186179,,,,,,,
floor,upstream-profile-8,triton,0,generation,1,pass,0.007791999960318208,0.007823999971151352,0.9959100190502128,,,,,,,
floor,upstream-profile-8,intent,0,generation,1,pass,0.006679999874904752,0.007823999971151352,0.8537832182432571,,,,,,,
mul_sub,upstream-profile-8,triton,0,generation,1,pass,0.012064000125974417,0.018207999877631664,0.6625659164681187,,,,,,,
sum,upstream-profile-8,intent,0,generation,3,compilation_failure,,,,physical_program,"Intent Triton compiler failed with exit code 3:
loc(""<stdin>"":18:13): error: 'intent_gpu.make_range' op physical subregion requires one launch-visible parent dimension
Intent KIR-to-GPU construction failed
",,,,,
gelu,upstream-profile-8,intent,0,generation,1,numerical_failure,,,,comparison,"generated/source floating result 0 differs: max_abs=0.08000552654266357, atol=0.0001, rtol=1e-05",,,,,
abs,upstream-profile-8,triton,0,generation,1,pass,0.007280000019818544,0.007408000063151121,0.9827213765872823,,,,,,,
mul_sub,upstream-profile-8,intent,0,generation,1,pass,0.012064000125974417,0.018192000687122345,0.6631486186406214,,,,,,,
exp_mean,upstream-profile-8,intent,0,generation,4,compilation_failure,,,,compiler_process,"Intent Triton compiler failed with exit code -11:
PLEASE submit a bug report to https://github.com/llvm/llvm-project/issues/ and include the crash backtrace.
Stack dump:
0.	Program arguments: /mnt/hdd/tmp/intentdsl-agent-snapshot.LEwI8G/intent-compile --target=triton --compute-units=170 --shared-memory-per-unit=102400 --max-dynamic-shared-memory-per-block=101376 --registers-per-unit=65536 --max-threads-per-block=1024 --compute-capability-major=12 --compute-capability-minor=0 --matrix-units=true --dynamic-vector-width=false --source-output=/tmp/intentdsl-compile-if5thd_f/kernel.source --ir-output=/tmp/intentdsl-compile-if5thd_f/kernel.mlir --metadata-output=/tmp/intentdsl-compile-if5thd_f/artifact.json -
Stack dump without symbol names (ensure you have llvm-symbolizer in your PATH or set the environment var `LLVM_SYMBOLIZER_PATH` to point to it):
0  libLLVM.so.20.1 0x0000772a9dc1f816 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) + 54
1  libLLVM.so.20.1 0x0000772a9dc1d410 llvm::sys::RunSignalHandlers() + 80
2  libLLVM.so.20.1 0x0000772a9dc1fecb
3  libc.so.6       0x0000772a9c442520
4  intent-compile  0x00005fc05fea26d4 mlir::Region::getParentRegion() + 4
5  intent-compile  0x00005fc05fc7a7bd
6  intent-compile  0x00005fc05fd07830
7  intent-compile  0x00005fc05f23851c mlir::scf::ForOp::build(mlir::OpBuilder&, mlir::OperationState&, mlir::Value, mlir::Value, mlir::Value, mlir::ValueRange, llvm::function_ref<void (mlir::OpBuilder&, mlir::Location, mlir::Value, mlir::ValueRange)>) + 668
8  intent-compile  0x00005fc05fd1a77a
9  intent-compile  0x00005fc05fd1b404
10 intent-compile  0x00005fc05fc62190
11 intent-compile  0x00005fc05fc6259d
12 intent-compile  0x00005fc05deb897e
13 libc.so.6       0x0000772a9c429d90
14 libc.so.6       0x0000772a9c429e40 __libc_start_main + 128
15 intent-compile  0x00005fc05deb9745
",,,,,
abs,upstream-profile-8,intent,0,generation,1,compilation_failure,,,,frontend_kir,/home/kingdom/phdworks/intentdsl/report/agent-tritonbench/expanded/programs/abs/intent/repeat-0/generation-1/candidate.py:11:24: error: only Intent intrinsics and @intent.fn values are callable in DSL code,,,,,
sum,upstream-profile-8,intent,0,generation,4,compilation_failure,,,,physical_program_verification,"Intent Triton compiler failed with exit code 4:
loc(""<stdin>"":5:10): error: 'intent_gpu.reduce' op physical reduction yield cannot adopt its result relation; result_index=0; yield_type='!intent_gpu.fragment<f32, [#intent_gpu.expr<0, 256, """", []>], [#intent_gpu.axis_map<1, 0, 1, 0, false>], 1, 1>'; result_type='!intent_gpu.fragment<f32, [#intent_gpu.expr<1, 0, ""FRAGMENT_D3"", []>], [#intent_gpu.axis_map<1, 0, 1, 0, false>], 1, 1>'
loc(""<stdin>"":1:1): error: shared GPU transformation failed: form-pointwise-ownership
",,,,,
mul,upstream-profile-8,intent,0,generation,1,pass,0.006272000027820468,0.0059200001414865255,1.059459438838046,,,,,,,
mul,upstream-profile-8,triton,0,generation,1,pass,0.007599999895319343,0.007791999960318208,0.9753593344485818,,,,,,,
gelu,upstream-profile-8,intent,0,generation,2,pass,0.006128000095486641,0.006240000016987324,0.9820512946801631,,,,,,,
sub_gelu,upstream-profile-8,intent,0,generation,5,reference_contract_failure,,,,reference_contract,"The default branch computes 0.5*x*erf(x/sqrt(2)), omitting the 1 + required by GELU. Both arms implement standard GELU and repeatedly differ from this reference by max_abs=0.49934613704681396. These numerical failures cannot be attributed to agent or compiler arithmetic without resolving the reference/task conflict.",,,numerical_failure,,
abs,upstream-profile-8,intent,0,generation,2,pass,0.005919999908655882,0.006144000217318535,0.9635416177181688,,,,,,,
softmax,upstream-profile-6,intent,0,generation,1,pass,0.007823999971151352,0.007808000082150102,1.0020491660902806,,,,,,,
exp_mean,upstream-profile-8,intent,0,generation,5,pass,0.007967999903485179,0.014287999831140041,0.557670772512139,,,,,,,
softmax,upstream-profile-6,triton,0,generation,1,pass,0.007960000075399876,0.007967999903485179,0.9989960054992214,,,,,,,
leaky_relu,upstream-profile-8,triton,0,generation,1,pass,0.007376000285148621,0.007911999942734838,0.9322548456185978,,,,,,,
sum,upstream-profile-8,intent,0,generation,5,compilation_failure,,,,physical_program_verification,"Intent Triton compiler failed with exit code 4:
loc(""<stdin>"":8:10): error: 'intent_gpu.reduce' op physical reduction yield cannot adopt its result relation; result_index=0; yield_type='!intent_gpu.fragment<f32, [#intent_gpu.expr<0, 256, """", []>], [#intent_gpu.axis_map<1, 0, 2, 0, false>], 1, 1>'; result_type='!intent_gpu.fragment<f32, [#intent_gpu.expr<1, 0, ""FRAGMENT_S4_A0"", []>], [#intent_gpu.axis_map<1, 0, 2, 0, false>], 1, 1>'
loc(""<stdin>"":1:1): error: shared GPU transformation failed: form-pointwise-ownership
",,,,,
sub_gelu,upstream-profile-8,triton,0,generation,4,reference_contract_failure,,,,reference_contract,"The default branch computes 0.5*x*erf(x/sqrt(2)), omitting the 1 + required by GELU. Both arms implement standard GELU and repeatedly differ from this reference by max_abs=0.49934613704681396. These numerical failures cannot be attributed to agent or compiler arithmetic without resolving the reference/task conflict.",,,numerical_failure,,
leaky_relu,upstream-profile-8,intent,0,generation,1,pass,0.006136000156402588,0.00620800000615418,0.9884020860695528,,,,,,,
log,upstream-profile-8,triton,0,generation,1,pass,0.007791999960318208,0.007832000032067299,0.9948927385616299,,,,,,,
std,upstream-profile-8,triton,0,generation,1,pass,0.008200000040233135,0.013383999932557344,0.6126718530748171,,,,,,,
std,upstream-profile-8,intent,0,generation,1,compilation_failure,,,,frontend_kir,"/home/kingdom/phdworks/intentdsl/report/agent-tritonbench/expanded/programs/std/intent/repeat-0/generation-1/candidate.py:8:5: error: rank-zero values use runtime scalar parameters, not tensor views",,,,,
sub_gelu,upstream-profile-8,triton,0,generation,5,agent_timeout,,,,,Agent execution stopped before a submission,,,,,
log,upstream-profile-8,intent,0,generation,1,pass,0.006000000052154064,0.007935999892652035,0.7560484038954539,,,,,,,
std,upstream-profile-8,intent,0,generation,2,execution_failure,,,,generated_launch,no legal full-coverage extent for FULL_D1,,,,,
relu_conv2d,upstream-profile-3,intent,0,generation,1,compilation_failure,,,,frontend_kir,/home/kingdom/phdworks/intentdsl/report/agent-tritonbench/expanded/programs/relu_conv2d/intent/repeat-0/generation-1/candidate.py:50:30: error: axis must be an integer or non-empty integer tuple,,,,,
ifftshift,upstream-profile-8,triton,0,generation,1,pass,0.006152000045403838,0.009416000451892614,0.6533559632707204,,,,,,,
relu_conv2d,upstream-profile-3,triton,0,generation,1,pass,0.012048000004142523,0.03457600064575672,0.34844978537507904,,,,,,,
relu_conv2d,upstream-profile-3,intent,0,generation,2,pass,1.9339519739151,0.03441599942743778,56.19339859627258,,,,,,,
solve,upstream-profile-4,intent,0,generation,1,compilation_failure,,,,frontend_kir,/home/kingdom/phdworks/intentdsl/report/agent-tritonbench/expanded/programs/solve/intent/repeat-0/generation-1/candidate.py:31:25: error: Out-only view cannot be read,,,,,
conv2d_add,upstream-profile-0,intent,0,generation,1,execution_failure,,,,generated_launch,'int' object has no attribute 'stride',,,,,
solve,upstream-profile-4,triton,0,generation,1,pass,6.626768112182617,,,,,The unchanged PyTorch reference cannot be captured by CUDA Graph. Its eager output remains the numerical oracle. Candidate time is the completed CUDA Graph window before reference capture; no reference ratio is available.,,,,
ifftshift,upstream-profile-8,intent,0,generation,1,compilation_failure,,,,frontend_kir,/home/kingdom/phdworks/intentdsl/report/agent-tritonbench/expanded/programs/ifftshift/intent/repeat-0/generation-1/candidate.py:14:5: error: cannot broadcast dimensions ?subregion_extent_0 and ?subregion_extent_1,,,,,
solve,upstream-profile-4,intent,0,generation,2,compilation_failure,,,,frontend_kir,/home/kingdom/phdworks/intentdsl/report/agent-tritonbench/expanded/programs/solve/intent/repeat-0/generation-2/candidate.py:33:16: error: mixed dtypes require an explicit I.cast,,,,,
conv2d_add,upstream-profile-0,intent,0,generation,2,pass,1.6699199676513672,0.03652000054717064,45.72617586613763,,,,,,,
conv2d_add,upstream-profile-0,triton,0,generation,1,pass,0.031487999483942986,0.03561600111424923,0.8840969928919191,,,,,,,
ifftshift,upstream-profile-8,intent,0,generation,2,pass,0.005880000069737434,0.008191999979317188,0.7177734478250741,,,,,,,
solve,upstream-profile-4,intent,0,generation,3,compilation_failure,,,,frontend_kir,"/home/kingdom/phdworks/intentdsl/report/agent-tritonbench/expanded/programs/solve/intent/repeat-0/generation-3/candidate.py:33:13: error: value type logical_index<23,0> does not match logical_index<7,0>",,,,,
std,upstream-profile-8,intent,0,generation,3,pass,0.1533600017428398,0.01208000024780631,12.695364122255668,,,,,,,
solve,upstream-profile-4,intent,0,generation,4,agent_program_error,,,,candidate_build,"expected an indented block after 'else' statement on line 166 (<intent.generated.triton.solve_kernel.0>, line 167)",,,,,
fused_index_select_eq,upstream-profile-1,triton,0,optimization,1,pass,0.0045999998692423105,0.005792000098153949,0.79419885899319,,,,,,,
grid_sample,upstream-profile-0,triton,0,optimization,1,pass,0.03033600002527237,0.028792000375688076,1.0536259943539055,,,,,,,
fused_index_select_eq,upstream-profile-1,intent,0,optimization,1,pass,0.004735999973490834,0.005792000098153949,0.81767953957741,,,,,,,
fused_index_select_eq,upstream-profile-1,triton,0,optimization,2,pass,0.004680000012740493,0.005792000098153949,0.8080110382304936,,,,,,,
grid_sample,upstream-profile-0,intent,0,optimization,1,pass,0.03139999881386757,0.030175999738276005,1.0405620057730518,,,,,,,
fused_index_select_eq,upstream-profile-1,intent,0,optimization,2,pass,0.0047519998624920845,0.005792000098153949,0.8204419513056745,,,,,,,
solve,upstream-profile-4,intent,0,generation,5,compilation_failure,,,,frontend_kir,"/home/kingdom/phdworks/intentdsl/report/agent-tritonbench/expanded/programs/solve/intent/repeat-0/generation-5/candidate.py:31:9: error: value type index does not match logical_index<7,0>",,,,,
grid_sample,upstream-profile-0,triton,0,optimization,2,pass,0.028320000506937504,0.028735999949276447,0.985523404681471,,,,,,,
grid_sample,upstream-profile-0,intent,0,optimization,2,pass,0.030447999946773052,0.030464000068604946,0.9994747859179405,,,,,,,
fused_index_select_eq,upstream-profile-1,triton,0,optimization,3,pass,0.005119999870657921,0.005792000098153949,0.8839778632410226,,,,,,,
fused_index_select_eq,upstream-profile-1,intent,0,optimization,3,pass,0.003904000041075051,0.005936000030487776,0.6576819442425524,,,,,,,
fused_index_select_eq,upstream-profile-1,triton,0,optimization,4,pass,0.004735999973490834,0.005792000098153949,0.81767953957741,,,,,,,
grid_sample,upstream-profile-0,triton,0,optimization,3,pass,0.029343999922275543,0.029328000731766224,1.00054552612214,,,,,,,
grid_sample,upstream-profile-0,intent,0,optimization,3,pass,0.03139199875295162,0.02977599948644638,1.0542718731319438,,,,,,,
fused_index_select_eq,upstream-profile-1,intent,0,optimization,4,pass,0.004408000037074089,0.005792000098153949,0.7610497172607138,,,,,,,
fused_index_select_eq,upstream-profile-1,triton,0,optimization,5,pass,0.004735999973490834,0.005839999997988343,0.8109588998496927,,,,,,,
grid_sample,upstream-profile-0,intent,0,optimization,4,pass,0.03035199921578169,0.03035199921578169,1.0,,,,,,,
grid_sample,upstream-profile-0,triton,0,optimization,4,pass,0.03038400039076805,0.02830400038510561,1.0734878454409928,,,,,,,
fused_index_select_eq,upstream-profile-1,intent,0,optimization,5,pass,0.005247999913990498,0.005792000098153949,0.9060773178617803,,,,,,,
grid_sample,upstream-profile-0,triton,0,optimization,5,execution_failure,,,,generated_launch,dynamic_func() missing 1 required positional argument: 'BLOCK',,,,,
grid_sample,upstream-profile-0,intent,0,optimization,5,pass,0.03142399899661541,0.029703999869525433,1.0579046301725377,,,,,,,
matmul,upstream-profile-6,triton,0,optimization,1,pass,0.018207999877631664,0.018160000443458557,1.0026431405837546,,,,,,,
softmax,upstream-profile-6,triton,0,optimization,1,pass,0.007823999971151352,0.007832000032067299,0.9989785417667018,,,,,,,
softmax,upstream-profile-6,triton,0,optimization,2,pass,0.007823999971151352,0.007840000092983246,0.9979591681578915,,,,,,,
softmax,upstream-profile-6,intent,0,optimization,1,pass,0.007840000092983246,0.007840000092983246,1.0,,,,,,,
softmax,upstream-profile-6,triton,0,optimization,3,pass,0.007840000092983246,0.007840000092983246,1.0,,,,,,,
matmul,upstream-profile-6,triton,0,optimization,2,pass,0.016119999811053276,0.01812800019979477,0.8892321068727578,,,,,,,
softmax,upstream-profile-6,triton,0,optimization,4,pass,0.007823999971151352,0.007823999971151352,1.0,,,,,,,
softmax,upstream-profile-6,intent,0,optimization,2,pass,0.007840000092983246,0.007823999971151352,1.0020450053541525,,,,,,,
softmax,upstream-profile-6,triton,0,optimization,5,pass,0.007823999971151352,0.007840000092983246,0.9979591681578915,,,,,,,
matmul,upstream-profile-6,intent,0,optimization,1,numerical_failure,,,,comparison,"generated/source floating result 0 differs: max_abs=32.5, atol=0.01, rtol=0.01",,,,,
matmul,upstream-profile-6,triton,0,optimization,3,pass,0.016143999993801117,0.017360000871121883,0.9299538700286838,,,,,,,
softmax,upstream-profile-6,intent,0,optimization,3,pass,0.007952000014483929,0.007967999903485179,0.9979919817777292,,,,,,,
matmul,upstream-profile-6,intent,0,optimization,2,numerical_failure,,,,comparison,"generated/source floating result 0 differs: max_abs=31.125, atol=0.01, rtol=0.01",,,,,
matmul,upstream-profile-6,triton,0,optimization,4,pass,0.01601599995046854,0.018064000643789768,0.8866252978115725,,,,,,,
softmax,upstream-profile-6,intent,0,optimization,4,pass,0.007823999971151352,0.007840000092983246,0.9979591681578915,,,,,,,
matmul,upstream-profile-6,intent,0,optimization,3,pass,0.020111999474465847,0.018080000765621662,1.1123893043582134,,,,,,,
matmul,upstream-profile-6,triton,0,optimization,5,pass,0.01607999950647354,0.018160000443458557,0.8854625062669392,,,,,,,
softmax,upstream-profile-6,intent,0,optimization,5,pass,0.007823999971151352,0.007840000092983246,0.9979591681578915,,,,,,,
matmul,upstream-profile-6,intent,0,optimization,4,pass,0.01616000011563301,0.017160000279545784,0.941724933122248,,,,,,,
matmul,upstream-profile-6,intent,0,optimization,5,pass,0.016056000255048275,0.018064000643789768,0.888839663575199,,,,,,,
