batch,task,case,arm,repeat,stage,candidate,status,candidate_ms,reference_ms,ratio,failure_stage,error,original_status,compiler_commit,original_program,retained_program
"expanded","fused_gather_masked_fill","upstream-profile-5","intent","0","generation","1","compilation_failure","","","","frontend_kir","/home/kingdom/phdworks/intentdsl/report/agent-tritonbench/expanded/programs/fused_gather_masked_fill/intent/repeat-0/generation-1/candidate.py:16:29: error: cannot broadcast dimensions M and N","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/fused_gather_masked_fill/intent/repeat-0/generation-1/candidate.py",""
"expanded","fused_cholesky_solve","upstream-profile-6","intent","0","generation","2","compilation_failure","","","","physical_program_verification","Intent Triton compiler failed with exit code 4:
loc(""<stdin>"":14:5): error: 'intent_gpu.store' op full-coverage validity has no exact physical projection
loc(""<stdin>"":2:3): error: full-coverage decision could not preserve access validity
loc(""<stdin>"":14:5): error: 'intent_gpu.make_range' op internal pointwise traversal has no exact full-coverage realization; source_id=16, fragment='!intent_gpu.fragment<index, [#intent_gpu.expr<1, 0, ""FULL_D1"", []>], [#intent_gpu.axis_map<16, 0, 1, 0, true>], 1, 1>'
loc(""<stdin>"":1:1): error: shared GPU transformation failed: form-pointwise-blocking
","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/fused_cholesky_solve/intent/repeat-0/generation-2/candidate.py",""
"expanded","fused_layer_norm_relu_linear","upstream-profile-4","intent","0","generation","2","compilation_failure","","","","kernel_ir_parse","Intent Triton compiler failed with exit code 2:
loc(""<stdin>"":17:11): error: 'intent.broadcast' op broadcast source must be scalar or ranked tensor
","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/fused_layer_norm_relu_linear/intent/repeat-0/generation-2/candidate.py",""
"expanded","addmm","upstream-profile-6","triton","0","generation","1","pass","0.03254400007426739","0.022007999941706657","1.4787350127439018","","","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/addmm/triton/repeat-0/generation-1/candidate.py","report/agent-tritonbench/expanded/programs/addmm/triton/repeat-0/generation-1/candidate.py"
"expanded","addmm","upstream-profile-6","intent","0","generation","1","pass","0.018408000469207764","0.022223999723792076","0.8282937679080753","","","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/addmm/intent/repeat-0/generation-1/candidate.py",""
"expanded","conv2d","upstream-profile-2","triton","0","generation","2","execution_failure","","","","generated_launch","at 75:12:
        k_mask = k_offsets < K_TOTAL

        input_channel = k_offsets // (KERNEL_H * KERNEL_W)
        kernel_offset = k_offsets % (KERNEL_H * KERNEL_W)
        kernel_row = kernel_offset // KERNEL_W
        kernel_col = kernel_offset % KERNEL_W

        input_row = output_row[:, None] * STRIDE_H - PAD_H + kernel_row[None, :] * DILATION_H
        input_col = output_col[:, None] * STRIDE_W - PAD_W + kernel_col[None, :] * DILATION_W

        input_offsets = (
            batch[:, None] * input_stride_n
            ^
ValueError('Cannot make_shape_compatible: incompatible dimensions at index 0: 32 and 64')","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/conv2d/triton/repeat-0/generation-2/candidate.py","report/agent-tritonbench/expanded/programs/conv2d/triton/repeat-0/generation-2/candidate.py"
"expanded","softplus_linear","upstream-profile-6","intent","0","generation","5","compilation_failure","","","","kernel_ir_parse","Intent Triton compiler failed with exit code 2:
loc(""<stdin>"":15:11): error: 'intent.broadcast' op broadcast source must be scalar or ranked tensor
","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/softplus_linear/intent/repeat-0/generation-5/candidate.py",""
"expanded","fused_cholesky_solve","upstream-profile-6","intent","0","generation","3","compilation_failure","","","","physical_program_verification","Intent Triton compiler failed with exit code 4:
loc(""<stdin>"":2:3): error: full-coverage physicalization has no runtime or static dimension authority
loc(""<stdin>"":15:13): error: 'intent_gpu.reduce' op construction scalar reduction axis has no exact full-coverage realization
loc(""<stdin>"":1:1): error: shared GPU transformation failed: realize-reductions
","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/fused_cholesky_solve/intent/repeat-0/generation-3/candidate.py",""
"expanded","fused_gather_masked_fill","upstream-profile-5","intent","0","generation","2","compilation_failure","","","","frontend_kir","/home/kingdom/phdworks/intentdsl/report/agent-tritonbench/expanded/programs/fused_gather_masked_fill/intent/repeat-0/generation-2/candidate.py:14:12: error: expected scalar/tensor value, got domain<3,1,9>","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/fused_gather_masked_fill/intent/repeat-0/generation-2/candidate.py",""
"expanded","fused_layer_norm_relu_linear","upstream-profile-4","intent","0","generation","3","compilation_failure","","","","physical_program_verification","Intent Triton compiler failed with exit code 4:
loc(""<stdin>"":12:10): error: 'intent_gpu.contract' op pointwise ownership found two non-equivalent contract extents
loc(""<stdin>"":1:1): error: shared GPU transformation failed: form-pointwise-blocking
","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/fused_layer_norm_relu_linear/intent/repeat-0/generation-3/candidate.py",""
"expanded","conv2d","upstream-profile-2","triton","0","generation","3","pass","0.09080799669027328","0.034592000767588615","2.625115479742846","","","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/conv2d/triton/repeat-0/generation-3/candidate.py","report/agent-tritonbench/expanded/programs/conv2d/triton/repeat-0/generation-3/candidate.py"
"expanded","cos","upstream-profile-8","triton","0","generation","1","pass","0.007935999892652035","0.007967999903485179","0.9959839343347447","","","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/cos/triton/repeat-0/generation-1/candidate.py","report/agent-tritonbench/expanded/programs/cos/triton/repeat-0/generation-1/candidate.py"
"expanded","cos","upstream-profile-8","intent","0","generation","1","pass","0.006880000000819564","0.007935999892652035","0.8669354957010239","","","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/cos/intent/repeat-0/generation-1/candidate.py",""
"expanded","fused_cholesky_solve","upstream-profile-6","intent","0","generation","4","pass","28.98428726196289","","","","","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/fused_cholesky_solve/intent/repeat-0/generation-4/candidate.py",""
"expanded","fused_gather_masked_fill","upstream-profile-5","intent","0","generation","3","compilation_failure","","","","physical_program_verification","Intent Triton compiler failed with exit code 4:
loc(""<stdin>"":8:10): error: 'intent_gpu.make_range' op dynamic ownership range has no launch-visible logical dimension; axis=#intent_gpu.source<9, 0, false>, fragment='!intent_gpu.fragment<index, [#intent_gpu.expr<0, 1, """", []>], [#intent_gpu.axis_map<9, 0, 3, 0, false>], 1, 1>', parameter=FRAGMENT_S9_A0
loc(""<stdin>"":1:1): error: shared GPU transformation failed: form-pointwise-ownership
","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/fused_gather_masked_fill/intent/repeat-0/generation-3/candidate.py",""
"expanded","exp","upstream-profile-8","triton","0","generation","1","pass","0.005936000030487776","0.00711200013756752","0.834645657433583","","","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/exp/triton/repeat-0/generation-1/candidate.py","report/agent-tritonbench/expanded/programs/exp/triton/repeat-0/generation-1/candidate.py"
"expanded","fused_qr_solve","upstream-profile-4","triton","0","generation","1","pass","16.26518440246582","","","","","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/fused_qr_solve/triton/repeat-0/generation-1/candidate.py","report/agent-tritonbench/expanded/programs/fused_qr_solve/triton/repeat-0/generation-1/candidate.py"
"expanded","exp","upstream-profile-8","intent","0","generation","1","pass","0.00595200015231967","0.006888000061735511","0.8641115126267863","","","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/exp/intent/repeat-0/generation-1/candidate.py",""
"expanded","tensordot_rsqrt","upstream-profile-5","intent","0","generation","1","pass","0.0447199996560812","0.04747200012207031","0.9420289758402306","","","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/tensordot_rsqrt/intent/repeat-0/generation-1/candidate.py",""
"expanded","fused_qr_solve","upstream-profile-4","intent","0","generation","1","compilation_failure","","","","frontend_kir","/home/kingdom/phdworks/intentdsl/report/agent-tritonbench/expanded/programs/fused_qr_solve/intent/repeat-0/generation-1/candidate.py:39:21: error: Out-only view cannot be read","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/fused_qr_solve/intent/repeat-0/generation-1/candidate.py",""
"expanded","fused_gather_masked_fill","upstream-profile-5","intent","0","generation","4","compilation_failure","","","","frontend_kir","/home/kingdom/phdworks/intentdsl/report/agent-tritonbench/expanded/programs/fused_gather_masked_fill/intent/repeat-0/generation-4/candidate.py:16:9: error: stored/scattered value cannot broadcast to indexed shape","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/fused_gather_masked_fill/intent/repeat-0/generation-4/candidate.py",""
"expanded","fused_layer_norm_relu_linear","upstream-profile-4","intent","0","generation","4","pass","0.2038400024175644","0.06656000018119812","3.062500027984452","","","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/fused_layer_norm_relu_linear/intent/repeat-0/generation-4/candidate.py",""
"expanded","fused_qr_solve","upstream-profile-4","intent","0","generation","2","compilation_failure","","","","frontend_kir","/home/kingdom/phdworks/intentdsl/report/agent-tritonbench/expanded/programs/fused_qr_solve/intent/repeat-0/generation-2/candidate.py:40:28: error: mixed dtypes require an explicit I.cast","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/fused_qr_solve/intent/repeat-0/generation-2/candidate.py",""
"expanded","permute_copy","upstream-profile-2","intent","0","generation","1","compilation_failure","","","","frontend_kir","/home/kingdom/phdworks/intentdsl/report/agent-tritonbench/expanded/programs/permute_copy/intent/repeat-0/generation-1/candidate.py:14:5: error: cannot broadcast dimensions D3 and D0","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/permute_copy/intent/repeat-0/generation-1/candidate.py",""
"expanded","tensordot_rsqrt","upstream-profile-5","triton","0","generation","1","pass","0.04676800034940243","0.04678400047123432","0.999658000135287","","","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/tensordot_rsqrt/triton/repeat-0/generation-1/candidate.py","report/agent-tritonbench/expanded/programs/tensordot_rsqrt/triton/repeat-0/generation-1/candidate.py"
"expanded","sub_gelu","upstream-profile-8","triton","0","generation","1","reference_contract_failure","","","","reference_contract","The default branch computes 0.5*x*erf(x/sqrt(2)), omitting the 1 + required by GELU. Both arms implement standard GELU and repeatedly differ from this reference by max_abs=0.49934613704681396. These numerical failures cannot be attributed to agent or compiler arithmetic without resolving the reference/task conflict.","numerical_failure","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/sub_gelu/triton/repeat-0/generation-1/candidate.py",""
"expanded","fused_gather_masked_fill","upstream-profile-5","intent","0","generation","5","compilation_failure","","","","frontend_kir","/home/kingdom/phdworks/intentdsl/report/agent-tritonbench/expanded/programs/fused_gather_masked_fill/intent/repeat-0/generation-5/candidate.py:17:9: error: stored/scattered value cannot broadcast to indexed shape","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/fused_gather_masked_fill/intent/repeat-0/generation-5/candidate.py",""
"expanded","permute_copy","upstream-profile-2","intent","0","generation","2","numerical_failure","","","","comparison","generated/source floating result 0 differs: max_abs=0.9999989867210388, atol=0.0, rtol=0.0","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/permute_copy/intent/repeat-0/generation-2/candidate.py",""
"expanded","exp_mean","upstream-profile-8","triton","0","generation","1","pass","0.007840000092983246","0.014352000318467617","0.546265323231287","","","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/exp_mean/triton/repeat-0/generation-1/candidate.py","report/agent-tritonbench/expanded/programs/exp_mean/triton/repeat-0/generation-1/candidate.py"
"expanded","fused_qr_solve","upstream-profile-4","intent","0","generation","3","compilation_failure","","","","frontend_kir","/home/kingdom/phdworks/intentdsl/report/agent-tritonbench/expanded/programs/fused_qr_solve/intent/repeat-0/generation-3/candidate.py:12:9: error: return inside structured control flow is unsupported; return after the region","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/fused_qr_solve/intent/repeat-0/generation-3/candidate.py",""
"expanded","sub_gelu","upstream-profile-8","intent","0","generation","1","compilation_failure","","","","frontend_kir","/home/kingdom/phdworks/intentdsl/report/agent-tritonbench/expanded/programs/sub_gelu/intent/repeat-0/generation-1/candidate.py:24:11: error: mixed dtypes require an explicit I.cast","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/sub_gelu/intent/repeat-0/generation-1/candidate.py",""
"expanded","exp_mean","upstream-profile-8","intent","0","generation","1","compilation_failure","","","","frontend_kir","/home/kingdom/phdworks/intentdsl/report/agent-tritonbench/expanded/programs/exp_mean/intent/repeat-0/generation-1/candidate.py:8:5: error: rank-zero values use runtime scalar parameters, not tensor views","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/exp_mean/intent/repeat-0/generation-1/candidate.py",""
"expanded","min","upstream-profile-4","intent","0","generation","1","compilation_failure","","","","frontend_kir","/home/kingdom/phdworks/intentdsl/report/agent-tritonbench/expanded/programs/min/intent/repeat-0/generation-1/candidate.py:12:39: error: missing intrinsic argument 'identity'","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/min/intent/repeat-0/generation-1/candidate.py",""
"expanded","min","upstream-profile-4","intent","0","generation","2","compilation_failure","","","","frontend_kir","/home/kingdom/phdworks/intentdsl/report/agent-tritonbench/expanded/programs/min/intent/repeat-0/generation-2/candidate.py:20:5: error: stored/scattered value dtype does not match destination","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/min/intent/repeat-0/generation-2/candidate.py",""
"expanded","min","upstream-profile-4","intent","0","generation","3","compilation_failure","","","","kernel_ir_parse","Intent Triton compiler failed with exit code 2:
loc(""<stdin>"":6:10): error: 'intent.unary' op operand #0 must be integer or floating-point or index or ranked tensor of any type values or typed tuple or typed record or logical index, but got '!intent.view<tensor<?x?xf32, #intent.tensor_shape<[2, 1]>>, 0, <false, [], """", false>>'
","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/min/intent/repeat-0/generation-3/candidate.py",""
"expanded","fused_qr_solve","upstream-profile-4","intent","0","generation","4","benchmark_timeout","","","","","candidate preparation/queue/execution exceeded the remaining 300.000-second budget","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/fused_qr_solve/intent/repeat-0/generation-4/candidate.py",""
"expanded","sub_gelu","upstream-profile-8","intent","0","generation","2","reference_contract_failure","","","","reference_contract","The default branch computes 0.5*x*erf(x/sqrt(2)), omitting the 1 + required by GELU. Both arms implement standard GELU and repeatedly differ from this reference by max_abs=0.49934613704681396. These numerical failures cannot be attributed to agent or compiler arithmetic without resolving the reference/task conflict.","numerical_failure","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/sub_gelu/intent/repeat-0/generation-2/candidate.py",""
"expanded","permute_copy","upstream-profile-2","triton","0","generation","1","pass","0.005927999969571829","0.005904000019654632","1.0040650321540143","","","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/permute_copy/triton/repeat-0/generation-1/candidate.py","report/agent-tritonbench/expanded/programs/permute_copy/triton/repeat-0/generation-1/candidate.py"
"expanded","exp_mean","upstream-profile-8","intent","0","generation","2","execution_failure","","","","generated_launch","no legal full-coverage extent for FULL_D1","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/exp_mean/intent/repeat-0/generation-2/candidate.py",""
"expanded","permute_copy","upstream-profile-2","intent","0","generation","3","pass","0.01616000011563301","0.006200000178068876","2.6064515566943727","","","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/permute_copy/intent/repeat-0/generation-3/candidate.py",""
"expanded","sub_gelu","upstream-profile-8","triton","0","generation","2","reference_contract_failure","","","","reference_contract","The default branch computes 0.5*x*erf(x/sqrt(2)), omitting the 1 + required by GELU. Both arms implement standard GELU and repeatedly differ from this reference by max_abs=0.49934613704681396. These numerical failures cannot be attributed to agent or compiler arithmetic without resolving the reference/task conflict.","numerical_failure","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/sub_gelu/triton/repeat-0/generation-2/candidate.py",""
"expanded","min","upstream-profile-4","triton","0","generation","1","execution_failure","","","","generated_launch","at 20:23:
    INDEX_STRIDE: tl.constexpr,
    BLOCK_N: tl.constexpr,
):
    columns = tl.program_id(0) * BLOCK_N + tl.arange(0, BLOCK_N)
    input_offsets = columns * STRIDE1

    min_value = tl.load(input_ptr + input_offsets)
    min_index = tl.zeros((BLOCK_N,), dtype=tl.int64)

    for row in tl.range(1, n_rows, num_stages=4):
        value = tl.load(input_ptr + row * STRIDE0 + input_offsets)
        value_is_nan = tl.isnan(value)
                       ^
AttributeError(""module 'triton.language' has no attribute 'isnan'"")","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/min/triton/repeat-0/generation-1/candidate.py","report/agent-tritonbench/expanded/programs/min/triton/repeat-0/generation-1/candidate.py"
"expanded","min","upstream-profile-4","intent","0","generation","4","compilation_failure","","","","physical_program_verification","Intent Triton compiler failed with exit code 4:
loc(""<stdin>"":16:13): error: 'intent_gpu.reduce' op runtime reduction components require one lockstep logical range
loc(""<stdin>"":1:1): error: shared GPU transformation failed: realize-reductions
","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/min/intent/repeat-0/generation-4/candidate.py",""
"expanded","symmetric_mm_and_abs_sum","upstream-profile-6","intent","0","generation","1","compilation_failure","","","","frontend_kir","/home/kingdom/phdworks/intentdsl/report/agent-tritonbench/expanded/programs/symmetric_mm_and_abs_sum/intent/repeat-0/generation-1/candidate.py:11:5: error: rank-zero values use runtime scalar parameters, not tensor views","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/symmetric_mm_and_abs_sum/intent/repeat-0/generation-1/candidate.py",""
"expanded","symmetric_mm_and_abs_sum","upstream-profile-6","triton","0","generation","1","numerical_failure","","","","comparison","generated/source floating result 0 differs: max_abs=176368.0, atol=0.0001, rtol=1e-05","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/symmetric_mm_and_abs_sum/triton/repeat-0/generation-1/candidate.py","report/agent-tritonbench/expanded/programs/symmetric_mm_and_abs_sum/triton/repeat-0/generation-1/candidate.py"
"expanded","min","upstream-profile-4","triton","0","generation","2","pass","0.14243200421333313","0.01473599998280406","9.665581187536773","","","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/min/triton/repeat-0/generation-2/candidate.py","report/agent-tritonbench/expanded/programs/min/triton/repeat-0/generation-2/candidate.py"
"expanded","sub_gelu","upstream-profile-8","intent","0","generation","3","reference_contract_failure","","","","reference_contract","The default branch computes 0.5*x*erf(x/sqrt(2)), omitting the 1 + required by GELU. Both arms implement standard GELU and repeatedly differ from this reference by max_abs=0.49934613704681396. These numerical failures cannot be attributed to agent or compiler arithmetic without resolving the reference/task conflict.","numerical_failure","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/sub_gelu/intent/repeat-0/generation-3/candidate.py",""
"expanded","fused_qr_solve","upstream-profile-4","intent","0","generation","5","compilation_failure","","","","physical_program_verification","Intent Triton compiler failed with exit code 4:
loc(""<stdin>"":15:11): error: 'intent_gpu.contract' op cannot form a complete physical contraction: row and column ownership share one mapping coordinate that cannot be refined independently; lhs='!intent_gpu.fragment<f32, [#intent_gpu.expr<1, 0, ""FRAGMENT_D1"", []>, #intent_gpu.expr<0, 1, """", []>], [#intent_gpu.axis_map<1, 1, 1, 0, false>, #intent_gpu.axis_map<1, 0, 3, 1, false>], 1, 1>'; rhs='!intent_gpu.fragment<f32, [#intent_gpu.expr<0, 1, """", []>, #intent_gpu.expr<1, 0, ""FRAGMENT_D1"", []>], [#intent_gpu.axis_map<1, 0, 3, 0, false>, #intent_gpu.axis_map<1, 1, 1, 1, false>], 1, 1>'; result='!intent_gpu.fragment<f32, [#intent_gpu.expr<1, 0, ""FRAGMENT_D1"", []>, #intent_gpu.expr<1, 0, ""FRAGMENT_D1"", []>], [#intent_gpu.axis_map<1, 1, 1, 0, false>, #intent_gpu.axis_map<1, 1, 1, 1, false>], 1, 1>'; lhs_reduction=1; rhs_reduction=0; lhs_batch=; rhs_batch=; free_axes_need_realization=0; selected_free_axes=1
loc(""<stdin>"":1:1): error: shared GPU transformation failed: realize-contractions
","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/fused_qr_solve/intent/repeat-0/generation-5/candidate.py",""
"expanded","symmetric_mm_and_abs_sum","upstream-profile-6","intent","0","generation","2","compilation_failure","","","","kernel_ir_parse","Intent Triton compiler failed with exit code 2:
loc(""<stdin>"":14:11): error: 'intent.binary' op operand #1 must be integer or floating-point or index or ranked tensor of any type values or typed tuple or typed record or logical index, but got '!intent.view<tensor<?x?xf32, #intent.tensor_shape<[1, 1]>>, 0, <false, [], """", false>>'
","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/symmetric_mm_and_abs_sum/intent/repeat-0/generation-2/candidate.py",""
"expanded","sum","upstream-profile-8","intent","0","generation","1","compilation_failure","","","","frontend_kir","/home/kingdom/phdworks/intentdsl/report/agent-tritonbench/expanded/programs/sum/intent/repeat-0/generation-1/candidate.py:8:5: error: rank-zero values use runtime scalar parameters, not tensor views","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/sum/intent/repeat-0/generation-1/candidate.py",""
"expanded","symmetric_mm_and_abs_sum","upstream-profile-6","intent","0","generation","3","compilation_failure","","","","kernel_ir_parse","Intent Triton compiler failed with exit code 2:
loc(""<stdin>"":14:11): error: 'intent.binary' op operand #1 must be integer or floating-point or index or ranked tensor of any type values or typed tuple or typed record or logical index, but got '!intent.view<tensor<?x?xf32, #intent.tensor_shape<[1, 1]>>, 0, <false, [], """", false>>'
","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/symmetric_mm_and_abs_sum/intent/repeat-0/generation-3/candidate.py",""
"expanded","symmetric_mm_and_abs_sum","upstream-profile-6","intent","0","generation","4","compilation_failure","","","","kernel_ir_parse","Intent Triton compiler failed with exit code 2:
loc(""<stdin>"":14:11): error: 'intent.binary' op operand #1 must be integer or floating-point or index or ranked tensor of any type values or typed tuple or typed record or logical index, but got '!intent.view<tensor<?x?xf32, #intent.tensor_shape<[1, 1]>>, 0, <false, [], """", false>>'
","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/symmetric_mm_and_abs_sum/intent/repeat-0/generation-4/candidate.py",""
"expanded","exp_mean","upstream-profile-8","intent","0","generation","3","execution_failure","","","","generated_launch","Triton Error [CUDA]: out of memory","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/exp_mean/intent/repeat-0/generation-3/candidate.py",""
"expanded","symmetric_mm_and_abs_sum","upstream-profile-6","triton","0","generation","2","pass","0.14135199785232544","0.07737600058317184","1.826819644165835","","","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/symmetric_mm_and_abs_sum/triton/repeat-0/generation-2/candidate.py","report/agent-tritonbench/expanded/programs/symmetric_mm_and_abs_sum/triton/repeat-0/generation-2/candidate.py"
"expanded","min","upstream-profile-4","intent","0","generation","5","execution_failure","","","","generated_launch","at 33:12:
        v20 = (iv17 >= 0)
        v21 = (v20 & v19)
        v22 = D1
        v23 = (v6 < v22)
        v24 = (v6 >= 0)
        v25 = (v24 & v23)
        v26 = (v21 & v25)
        v27 = tl.load((input + (iv17) * S0_0 + (v6) * S0_1), mask=v26, other=0.0)
        v28 = (v27 != v27)
        if v28:
            v31 = (v15 == v15)
            if v31:
            ^
AssertionError('Mismatched type for v33 between then block (int64) and else block (int32)')","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/min/intent/repeat-0/generation-5/candidate.py",""
"expanded","sum","upstream-profile-8","triton","0","generation","1","pass","0.007952000014483929","0.010479999706149101","0.758778648611805","","","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/sum/triton/repeat-0/generation-1/candidate.py","report/agent-tritonbench/expanded/programs/sum/triton/repeat-0/generation-1/candidate.py"
"expanded","sub_gelu","upstream-profile-8","triton","0","generation","3","reference_contract_failure","","","","reference_contract","The default branch computes 0.5*x*erf(x/sqrt(2)), omitting the 1 + required by GELU. Both arms implement standard GELU and repeatedly differ from this reference by max_abs=0.49934613704681396. These numerical failures cannot be attributed to agent or compiler arithmetic without resolving the reference/task conflict.","numerical_failure","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/sub_gelu/triton/repeat-0/generation-3/candidate.py",""
"expanded","sum","upstream-profile-8","intent","0","generation","2","execution_failure","","","","generated_launch","no legal full-coverage extent for FULL_D1","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/sum/intent/repeat-0/generation-2/candidate.py",""
"expanded","sub_gelu","upstream-profile-8","intent","0","generation","4","reference_contract_failure","","","","reference_contract","The default branch computes 0.5*x*erf(x/sqrt(2)), omitting the 1 + required by GELU. Both arms implement standard GELU and repeatedly differ from this reference by max_abs=0.49934613704681396. These numerical failures cannot be attributed to agent or compiler arithmetic without resolving the reference/task conflict.","numerical_failure","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/sub_gelu/intent/repeat-0/generation-4/candidate.py",""
"expanded","sigmoid","upstream-profile-8","triton","0","generation","1","pass","0.007823999971151352","0.007823999971151352","1","","","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/sigmoid/triton/repeat-0/generation-1/candidate.py","report/agent-tritonbench/expanded/programs/sigmoid/triton/repeat-0/generation-1/candidate.py"
"expanded","gelu","upstream-profile-8","triton","0","generation","1","pass","0.007808000082150102","0.007823999971151352","0.9979550244043655","","","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/gelu/triton/repeat-0/generation-1/candidate.py","report/agent-tritonbench/expanded/programs/gelu/triton/repeat-0/generation-1/candidate.py"
